trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,fixation.stopped,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
11,0,11,0,21.65459189999956,,21.56191009999975,10,21.65459189999956,21.65459189999956,0.053798899999947025,22.687106499999572,22.822087799999736,[-0.2421875],[0.037760416666666664],[1],[0],[0],[1.206849599999714],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
12,0,12,0,22.887060199999723,,22.828698799999984,5,22.887060199999723,22.887060199999723,0.02767379999977493,23.88706239999965,23.92248219999965,[-0.2591145833333333],[0.014322916666666666],[1],[0],[0],[1.0668298000000505],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
13,0,13,0,24.02124399999957,,23.929944499999692,10,24.02124399999957,24.02124399999957,0.06030379999992874,25.053720399999747,25.688697799999773,[0.12890625],[-0.08203125],[1],[0],[0],[1.6995546000002832],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
14,0,14,0,25.787649899999906,,25.695055299999694,10,25.787649899999906,25.787649899999906,0.05421100000012302,26.82071589999987,27.9894433999998,[-0.2877604166666667],[-0.3619791666666667],[1],[0],[0],[2.2410970000000816],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
15,0,15,0,28.087703399999555,,27.99607429999969,10,28.087703399999555,28.087703399999555,0.05705470000020796,29.10360249999985,29.506404299999758,[0.08203125],[0.13411458333333334],[1],[0],[0],[1.4541260999999395],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
16,0,16,0,29.570199699999648,,29.512913099999878,5,29.570199699999648,29.570199699999648,0.02660779999996521,30.586703199999647,31.921787199999926,[-0.13541666666666666],[0.4453125],[1],[0],[0],[2.3830786999997144],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
17,0,17,0,32.004343999999946,,31.92779399999972,10,32.004343999999946,32.004343999999946,0.0487183999998706,33.03677639999978,33.63915589999988,[-0.4309895833333333],[0.10807291666666667],[1],[0],[0],[1.663202100000035],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
18,0,18,0,33.68668489999982,,33.644517899999755,5,33.68668489999982,33.68668489999982,0.023644100000183244,34.70321779999995,35.03928259999975,[0.1796875],[0.3984375],[1],[0],[0],[1.3716730000001007],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
19,0,19,0,35.08648809999977,,35.04664189999994,5,35.08648809999977,35.08648809999977,0.022619399999712186,36.086539399999765,36.42180359999975,[0.18359375],[0.053385416666666664],[1],[0],[0],[1.3533355999998093],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
20,0,20,0,36.48655739999958,,36.42599139999993,10,36.48655739999958,36.48655739999958,0.03546300000016345,37.51993319999974,37.855811599999925,[0.22005208333333334],[0.2708333333333333],[1],[0],[0],[1.3946628999997301],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
21,0,21,0,37.92064809999965,,37.86209659999986,5,37.92064809999965,37.92064809999965,0.025813299999754236,38.91983499999969,39.53831809999974,[-0.3111979166666667],[0.10807291666666667],[1],[0],[0],[1.6512244999998984],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
22,0,22,0,39.60320159999992,,39.54412109999976,5,39.60320159999992,39.60320159999992,0.02671749999990425,,40.48886739999989,[-0.3828125],[0.14322916666666666],[1],[0],[0],[0.918813499999942],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
23,0,23,0,40.570827299999564,,40.49453679999988,10,40.570827299999564,40.570827299999564,0.049165200000061304,41.60325339999963,42.67156369999975,[0.18359375],[-0.0625],[1],[0],[0],[2.128509699999995],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
24,0,24,0,42.75325429999975,,42.67707809999956,10,42.75325429999975,42.75325429999975,0.04892539999991641,43.78644539999959,44.02139499999976,[-0.25],[-0.048177083333333336],[1],[0],[0],[1.296128999999837],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
25,0,25,0,44.08710919999976,,44.0267160999997,5,44.08710919999976,44.08710919999976,0.026692200000070443,45.119733,46.922055799999725,[0.22916666666666666],[-0.375],[1],[0],[0],[2.8692555000002358],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
26,0,26,0,47.02045309999994,,46.92832229999976,10,47.02045309999994,47.02045309999994,0.057296299999961775,48.05313929999966,48.55448249999972,[0.3216145833333333],[-0.2526041666666667],[1],[0],[0],[1.569909800000005],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
27,0,27,0,48.60302429999956,,48.56032349999987,5,48.60302429999956,48.60302429999956,0.025646700000379496,49.619539799999984,49.8217709999999,[-0.3151041666666667],[-0.18619791666666666],[1],[0],[0],[1.2365006999998513],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
28,0,28,0,49.869579299999714,,49.82743859999982,5,49.869579299999714,49.869579299999714,0.025023300000157178,50.88606109999955,51.35381139999981,[-0.4375],[-0.18359375],[1],[0],[0],[1.5021710000000894],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
29,0,29,0,51.41946589999998,,51.35817019999968,10,51.41946589999998,51.41946589999998,0.034300599999824044,52.453130899999906,53.12129139999979,[0.33984375],[-0.014322916666666666],[1],[0],[0],[1.729055100000096],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
30,0,30,0,53.22031399999969,,53.12862919999998,10,53.22031399999969,53.22031399999969,0.05559309999989637,54.25288889999956,55.22091589999991,[-0.23567708333333334],[0.3802083333333333],[1],[0],[0],[2.037565099999938],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
31,0,31,0,55.3027904999999,,55.22618799999964,10,55.3027904999999,55.3027904999999,0.04530560000011974,56.33618199999955,56.53890539999975,[-0.20442708333333334],[0.2643229166666667],[1],[0],[0],[1.2679972000000816],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
32,0,32,0,56.62002319999965,,56.544381699999576,10,56.62002319999965,56.62002319999965,0.045741500000076485,57.65267959999983,58.02142509999976,[0.4388020833333333],[-0.2513020833333333],[1],[0],[0],[1.4318982999998298],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
33,0,33,0,58.12030199999981,,58.02836309999975,10,58.12030199999981,58.12030199999981,0.05950120000034076,59.1526644999999,59.98845809999966,[0.1484375],[0.12109375],[1],[0],[0],[1.9019413999999415],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
34,0,34,0,60.06926899999962,,59.99363349999976,10,60.06926899999962,60.06926899999962,0.03916029999982129,61.102586399999836,62.17189619999999,[-0.06640625],[0.24479166666666666],[1],[0],[0],[2.139610199999879],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
35,0,35,0,62.25334389999989,,62.176472099999955,10,62.25334389999989,62.25334389999989,0.04052239999964513,63.2859040999997,64.15411649999987,[-0.3971354166666667],[0.13671875],[1],[0],[0],[1.9375146999996105],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
36,0,36,0,64.23588239999981,,64.1593785,10,64.23588239999981,64.23588239999981,0.04604139999992185,65.26911239999981,66.57132199999978,[0.3515625],[-0.4283854166666667],[1],[0],[0],[2.366552899999988],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
37,0,37,0,66.65313309999965,,66.57672649999995,10,66.65313309999965,66.65313309999965,0.04517550000036863,67.68577449999975,69.22125629999982,[-0.0703125],[0.21875],[1],[0],[0],[2.600087799999983],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
38,0,38,0,69.26892709999993,,69.22666459999982,5,69.26892709999993,69.26892709999993,0.02340749999984837,70.3027275999998,71.62020499999971,[-0.24348958333333334],[-0.4140625],[1],[0],[0],[2.370816599999671],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
39,0,39,0,71.70291959999986,,71.62569429999985,10,71.70291959999986,71.70291959999986,0.04557569999997213,72.73564599999963,73.00418659999968,[-0.09895833333333333],[-0.36328125],[1],[0],[0],[1.3335489000000962],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
40,0,40,0,73.0863433999998,,73.01367089999985,5,73.0863433999998,73.0863433999998,0.035974300000361836,74.10219049999978,74.3564766999998,[-0.4010416666666667],[-0.3372395833333333],[1],[0],[0],[1.3079038999999284],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
41,0,41,0,74.43637579999995,,74.36572159999969,5,74.43637579999995,74.43637579999995,0.039530300000024,75.43544899999961,75.58737209999981,[-0.14192708333333334],[-0.3997395833333333],[1],[0],[0],[1.1834868000000824],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
42,0,42,0,75.66945549999991,,75.5928270999998,10,75.66945549999991,75.66945549999991,0.04512949999980265,76.70212039999979,77.2367849999996,[0.17708333333333334],[-0.25],[1],[0],[0],[1.5995680999999422],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
43,0,43,0,77.30208739999989,,77.2419602,10,77.30208739999989,77.30208739999989,0.03638230000024123,78.3358561,78.95369609999989,[-0.3229166666666667],[0.14583333333333334],[1],[0],[0],[1.6759715999996843],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
44,0,44,0,79.00203339999962,,78.95891719999963,5,79.00203339999962,79.00203339999962,0.022803899999871646,80.01887379999971,80.4868234999999,[0.4140625],[0.0234375],[1],[0],[0],[1.5056903999998212],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
45,0,45,0,80.53531389999989,,80.49225469999965,5,80.53531389999989,80.53531389999989,0.02390719999993962,81.56919659999994,82.12875339999982,[-0.061197916666666664],[-0.21875],[1],[0],[0],[1.612593199999992],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
46,0,46,0,82.20307169999978,,82.13841749999983,5,82.20307169999978,82.20307169999978,0.03506470000002082,83.21871889999966,84.40454829999999,[-0.16276041666666666],[0.43359375],[1],[0],[0],[2.2321835000002466],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
47,0,47,0,84.46863669999993,,84.41221059999998,5,84.46863669999993,84.46863669999993,0.033650100000159,85.48522349999985,86.65410959999963,[0.3723958333333333],[0.19140625],[1],[0],[0],[2.2095752000000175],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
48,0,48,0,86.75258759999997,,86.6599013,10,86.75258759999997,86.75258759999997,0.05299749999994674,87.78541209999958,88.85369519999995,[0.3020833333333333],[0.13541666666666666],[1],[0],[0],[2.1414459000002353],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
49,0,49,0,88.9183235999999,,88.8591763999998,10,88.9183235999999,88.9183235999999,0.03545040000017252,89.95168459999968,90.95326139999997,[-0.4505208333333333],[0.4309895833333333],[1],[0],[0],[2.0592758999996477],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
50,0,50,0,91.0189561999996,,90.9591848,10,91.0189561999996,91.0189561999996,0.038373699999738164,92.0518033999997,92.85355699999991,[-0.3333333333333333],[0.22135416666666666],[1],[0],[0],[1.856811800000287],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
51,0,51,0,92.95236409999961,,92.86017689999971,10,92.95236409999961,92.95236409999961,0.05520479999995587,93.96850389999963,97.25668309999992,[-0.15364583333333334],[-0.15364583333333334],[1],[0],[0],[4.341761200000292],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
52,0,52,0,97.3517308999999,,97.26675759999989,10,97.3517308999999,97.3517308999999,0.058787800000118295,98.3848152999999,99.05356169999959,[0.12239583333333333],[-0.14322916666666666],[1],[0],[0],[1.729887399999825],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
53,0,53,0,99.10138619999998,,99.0590457999997,5,99.10138619999998,99.10138619999998,0.023265700000138168,100.11800259999973,101.0035453999999,[0.19401041666666666],[-0.2825520833333333],[1],[0],[0],[1.921939399999701],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
54,0,54,0,101.08540809999977,,101.00890319999962,10,101.08540809999977,101.08540809999977,0.045364799999788374,102.11803959999997,102.35265729999992,[0.052083333333333336],[0.04296875],[1],[0],[0],[1.299112199999854],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
55,0,55,0,102.43466129999979,,102.35843599999998,10,102.43466129999979,102.43466129999979,0.044619699999657314,103.46809499999972,104.10294159999967,[-0.5026041666666666],[-0.046875],[1],[0],[0],[1.7005229000001236],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
56,0,56,0,104.1685723999999,,104.10822359999975,10,104.1685723999999,104.1685723999999,0.035707300000012765,105.20125109999981,105.83611089999977,[0.4505208333333333],[0.0625],[1],[0],[0],[1.692797199999859],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
57,0,57,0,105.90118909999956,,105.84166679999998,10,105.90118909999956,105.90118909999956,0.0354128000003584,106.9345900999997,107.3360561999998,[0.140625],[0.0859375],[1],[0],[0],[1.4598469000002297],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
58,0,58,0,107.40181919999986,,107.3412344999997,10,107.40181919999986,107.40181919999986,0.03616890000012063,108.43450349999966,109.3034789999997,[0.13151041666666666],[-0.4127604166666667],[1],[0],[0],[1.9267233000000488],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
59,0,59,0,109.35105919999978,,109.30868789999977,5,109.35105919999978,109.35105919999978,0.018744499999684194,110.38461859999961,111.02018419999968,[0.3828125],[0.3971354166666667],[1],[0],[0],[1.6934320000000298],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
60,0,60,0,111.06762959999969,,111.0251916999996,5,111.06762959999969,111.06762959999969,0.025721900000007736,112.06784289999996,112.53626269999995,[-0.171875],[0.0],[1],[0],[0],[1.4859252999999626],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
61,0,61,0,112.58430289999978,,112.54163469999958,5,112.58430289999978,112.58430289999978,0.022983300000305462,113.58429609999985,114.30229129999998,[-0.2916666666666667],[0.3932291666666667],[1],[0],[0],[1.7383360999997421],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
62,0,62,0,114.35223149999956,,114.30787009999995,5,114.35223149999956,114.35223149999956,0.023783000000094034,115.36782649999986,115.78570059999993,[-0.4921875],[0.16015625],[1],[0],[0],[1.4548366000003625],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
63,0,63,0,115.86834869999984,,115.79108759999963,10,115.86834869999984,115.86834869999984,0.04888570000002801,116.9011430999999,117.36898479999991,[-0.2903645833333333],[0.3776041666666667],[1],[0],[0],[1.5297379999997247],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
64,0,64,0,117.46862839999994,,117.37446189999991,10,117.46862839999994,117.46862839999994,0.04538070000035077,118.50088369999958,119.13642169999957,[0.2903645833333333],[0.19270833333333334],[1],[0],[0],[1.717247000000043],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
65,0,65,0,119.21913859999995,,119.14201099999991,10,119.21913859999995,119.21913859999995,0.0442550000002484,120.25084399999969,120.48636869999973,[-0.037760416666666664],[0.109375],[1],[0],[0],[1.3007642000002306],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
66,0,66,0,120.53518089999989,,120.49174949999997,5,120.53518089999989,120.53518089999989,0.022908999999799562,121.5508147999999,122.08546439999964,[-0.0859375],[0.4427083333333333],[1],[0],[0],[1.5716033999997308],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
67,0,67,0,122.13413459999992,,122.09026559999984,5,122.13413459999992,122.13413459999992,0.020414699999946606,123.1340226999996,124.00237829999969,[-0.3919270833333333],[0.30078125],[1],[0],[0],[1.8923796000003676],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
68,0,68,0,124.06747079999968,,124.00638869999966,10,124.06747079999968,124.06747079999968,0.03404350000027989,125.10064889999967,125.53594789999988,[-0.16276041666666666],[0.18229166666666666],[1],[0],[0],[1.495724699999755],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
69,0,69,0,125.63530189999983,,125.54319729999997,10,125.63530189999983,125.63530189999983,0.06136719999994966,126.66728749999993,127.16894509999975,[-0.3411458333333333],[0.15625],[1],[0],[0],[1.565468399999645],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
70,0,70,0,127.21860359999982,,127.17430979999972,5,127.21860359999982,127.21860359999982,0.018943300000046293,128.23380579999957,128.60231969999995,[0.06640625],[0.0026041666666666665],[1],[0],[0],[1.4097630999999637],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
71,0,71,0,128.6505645999996,,128.60665709999967,5,128.6505645999996,128.6505645999996,0.017388000000210013,129.65041219999966,130.16913989999966,[0.3502604166666667],[0.2513020833333333],[1],[0],[0],[1.5454984000002696],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
72,0,72,0,130.23452749999979,,130.1748534999997,10,130.23452749999979,130.23452749999979,0.03461560000005193,131.2672303999998,131.9368012,[-0.2799479166666667],[-0.0078125],[1],[0],[0],[1.7280031999998755],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
73,0,73,0,132.05137699999977,,131.94311059999973,10,132.05137699999977,132.05137699999977,0.06463080000003174,133.08384609999985,133.652736,[0.1640625],[-0.17838541666666666],[1],[0],[0],[1.645897899999909],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
74,0,74,0,133.70043619999979,,133.6577183999998,5,133.70043619999979,133.70043619999979,0.022743399999853864,134.70037219999995,135.2851886999997,[-0.3880208333333333],[-0.21875],[1],[0],[0],[1.6053679000001466],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
75,0,75,0,135.35042719999956,,135.2903068999999,10,135.35042719999956,135.35042719999956,0.033377000000200496,136.38373199999978,137.3189852999999,[0.3854166666666667],[-0.029947916666666668],[1],[0],[0],[1.9957977999997638],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
76,0,76,0,137.36696389999997,,137.32449549999956,5,137.36696389999997,137.36696389999997,0.019562699999823963,138.3668432999998,138.68502999999964,[0.024739583333333332],[-0.14583333333333334],[1],[0],[0],[1.3417136000002756],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
77,0,77,0,138.73357569999962,,138.69009789999973,5,138.73357569999962,138.73357569999962,0.01747079999995549,139.73354739999968,140.63498609999988,[0.0703125],[0.4479166666666667],[1],[0],[0],[1.9279593000001114],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
78,0,78,0,140.70091139999977,,140.64035209999975,10,140.70091139999977,140.70091139999977,0.03481650000003356,141.7335922999996,142.80211009999994,[-0.3671875],[-0.3424479166666667],[1],[0],[0],[2.127632000000176],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
79,0,79,0,142.86687029999985,,142.80758519999972,10,142.86687029999985,142.86687029999985,0.03835839999965174,143.8835694999998,145.53561049999962,[0.3463541666666667],[-0.30859375],[1],[0],[0],[2.6905492999999296],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
80,0,80,0,145.58340809999982,,145.5409364999996,5,145.58340809999982,145.58340809999982,0.023406100000102015,146.58340169999974,147.71868399999994,[-0.032552083333333336],[0.40234375],[1],[0],[0],[2.1550271000000976],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
81,0,81,0,147.8007158999999,,147.72415359999968,10,147.8007158999999,147.8007158999999,0.04490720000012516,148.83332429999973,149.40184569999974,[-0.20182291666666666],[-0.015625],[1],[0],[0],[1.63348649999989],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
82,0,82,0,149.45107609999968,,149.40737199999967,5,149.45107609999968,149.45107609999968,0.02380139999968378,150.46657509999977,151.15194919999976,[0.2942708333333333],[-0.045572916666666664],[1],[0],[0],[1.7217419000003247],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
