trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,fixation.stopped,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
83,0,83,0,151.19990789999974,,151.15734339999972,5,151.19990789999974,151.19990789999974,0.022768100000121194,152.19980879999957,153.85182609999993,[-0.23697916666666666],[0.4765625],[1],[0],[0],[2.672401400000126],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
84,0,84,0,153.90116799999987,,153.85734289999982,5,153.90116799999987,153.90116799999987,0.022807800000009593,154.91643569999997,155.30207109999992,[-0.25],[-0.036458333333333336],[1],[0],[0],[1.4226019999996424],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
85,0,85,0,155.38379909999958,,155.30740879999985,10,155.38379909999958,155.38379909999958,0.044177700000091136,156.41646909999963,157.0179392,[-0.4427083333333333],[0.23046875],[1],[0],[0],[1.6670238000001518],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
86,0,86,0,157.06781939999973,,157.02322939999976,5,157.06781939999973,157.06781939999973,0.02329090000012002,158.0831315999999,158.5177047999996,[0.033854166666666664],[0.4205729166666667],[1],[0],[0],[1.4718714999999065],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
87,0,87,0,158.58367819999967,,158.52346979999993,10,158.58367819999967,158.58367819999967,0.03651549999995041,159.6163561999997,160.7182875999997,[0.009114583333333334],[0.14583333333333334],[1],[0],[0],[2.1590252999999393],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
88,0,88,0,160.7680220999996,,160.72347759999957,5,160.7680220999996,160.7680220999996,0.022472599999673548,161.7828317999997,162.11821089999967,[-0.3046875],[-0.07421875],[1],[0],[0],[1.3729515999998512],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
89,0,89,0,162.1671366999999,,162.12230199999976,5,162.1671366999999,162.1671366999999,0.017460699999901408,163.1828673,164.7015323999999,[0.03515625],[0.045572916666666664],[1],[0],[0],[2.5621679999999287],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
90,0,90,0,164.76619889999984,,164.70614049999995,10,164.76619889999984,164.76619889999984,0.03375940000023547,165.7995695999998,168.43476659999988,[0.4739583333333333],[0.2630208333333333],[1],[0],[0],[3.6953410000000986],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
91,0,91,0,168.50010229999998,,168.4401158999999,10,168.50010229999998,168.50010229999998,0.035887499999716965,169.5327725999996,170.30089109999972,[-0.28515625],[0.016927083333333332],[1],[0],[0],[1.8255153000000064],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
92,0,92,0,170.36601709999968,,170.30621369999972,10,170.36601709999968,170.36601709999968,0.03527540000004592,171.3993863999999,172.73409729999958,[0.014322916666666666],[-0.390625],[1],[0],[0],[2.393315100000109],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
93,0,93,0,172.7999491999999,,172.73941159999958,10,172.7999491999999,172.7999491999999,0.035072199999831355,173.83261389999961,174.06818629999998,[-0.3072916666666667],[-0.22526041666666666],[1],[0],[0],[1.294326500000352],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
94,0,94,0,174.1325168999997,,174.07349109999996,10,174.1325168999997,174.1325168999997,0.04039409999995769,175.1659735999997,176.86838099999977,[-0.4283854166666667],[-0.3854166666666667],[1],[0],[0],[2.7549496999999974],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
95,0,95,0,176.93320189999986,,176.87355249999973,10,176.93320189999986,176.93320189999986,0.03561889999991763,177.9657944999999,179.60122299999966,[0.12890625],[-0.4322916666666667],[1],[0],[0],[2.692628700000114],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
96,0,96,0,179.6657651999999,,179.60678789999974,10,179.6657651999999,179.6657651999999,0.035601499999756925,180.6991521,181.50055089999978,[0.055989583333333336],[0.3411458333333333],[1],[0],[0],[1.8589084999998704],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
97,0,97,0,181.56635179999967,,181.50593879999997,10,181.56635179999967,181.56635179999967,0.03515749999996842,182.5990351999999,183.93448739999985,[0.33984375],[-0.029947916666666668],[1],[0],[0],[2.3942111000001205],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
98,0,98,0,183.98330369999985,,183.93990069999973,5,183.98330369999985,183.98330369999985,0.019081500000083906,184.98213299999998,185.3508036999997,[0.078125],[0.02734375],[1],[0],[0],[1.3925742000001264],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
99,0,99,0,185.3989047,,185.35522539999965,5,185.3989047,185.3989047,0.017310299999735435,186.41552899999988,186.86734229999956,[-0.015625],[-0.18619791666666666],[1],[0],[0],[1.4952144999997472],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
100,0,100,0,186.91549469999973,,186.87167169999975,5,186.91549469999973,186.91549469999973,0.01938689999997223,187.91558689999965,188.63315869999997,[0.15494791666666666],[-0.048177083333333336],[1],[0],[0],[1.7425681999998233],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
101,0,101,0,188.6988865999997,,188.63725239999985,10,188.6988865999997,188.6988865999997,0.03373590000001059,189.73217169999998,191.43391369999972,[0.265625],[0.3411458333333333],[1],[0],[0],[2.7633608999999524],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
102,0,102,0,191.4994614999996,,191.4384786999999,10,191.4994614999996,191.4994614999996,0.035361200000352255,,191.5343158999999,[0.265625],[0.3411458333333333],[1],[0],[0],[0.060868399999890244],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
103,0,103,0,191.58199959999956,,191.54016729999967,5,191.58199959999956,191.58199959999956,0.018592200000057346,192.58188649999965,194.28343189999987,[-0.125],[-0.4348958333333333],[1],[0],[0],[2.725292100000388],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
104,0,104,0,194.34866759999977,,194.2877165,10,194.34866759999977,194.34866759999977,0.033789299999625655,195.38197569999966,195.58413059999975,[0.3385416666666667],[0.12630208333333334],[1],[0],[0],[1.2630825000001096],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
105,0,105,0,195.63196419999986,,195.5896074999996,5,195.63196419999986,195.63196419999986,0.02063510000016322,196.63181699999996,197.7503096999999,[0.01953125],[-0.4270833333333333],[1],[0],[0],[2.1407780999998067],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
106,0,106,0,197.79958679999982,,197.75459919999957,5,197.79958679999982,197.79958679999982,0.017208799999934854,198.8151226,199.26710909999974,[0.30859375],[0.3463541666666667],[1],[0],[0],[1.4957500000000437],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
107,0,107,0,199.31600519999984,,199.27336969999988,5,199.31600519999984,199.31600519999984,0.018959999999879074,200.31508789999998,201.28354729999955,[-0.4361979166666667],[-0.24088541666666666],[1],[0],[0],[1.9919763999996576],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
108,0,108,0,201.3484440999996,,201.28883879999967,10,201.3484440999996,201.3484440999996,0.0342040000000452,202.3818140999997,202.75059199999987,[-0.15755208333333334],[0.049479166666666664],[1],[0],[0],[1.4281056999998327],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
109,0,109,0,202.79969839999967,,202.75598459999992,5,202.79969839999967,202.79969839999967,0.018352400000367197,203.8149728999997,204.5497003999999,[-0.2747395833333333],[0.3450520833333333],[1],[0],[0],[1.7762650999998186],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
110,0,110,0,204.61590819999992,,204.5539845999997,10,204.61590819999992,204.61590819999992,0.03424299999960567,205.64831679999998,206.38303889999997,[0.3854166666666667],[-0.24088541666666666],[1],[0],[0],[1.7952503999999863],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
111,0,111,0,206.43162939999957,,206.38854109999966,5,206.43162939999957,206.43162939999957,0.018956400000206486,207.43148889999975,208.4329445999997,[-0.21354166666666666],[-0.3658854166666667],[1],[0],[0],[2.026072199999817],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
112,0,112,0,208.49839129999964,,208.43770209999957,10,208.49839129999964,208.49839129999964,0.037739200000032724,209.53160039999966,210.0010602999996,[0.046875],[-0.3841145833333333],[1],[0],[0],[1.5260961999997562],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
113,0,113,0,210.06566919999977,,210.00647149999986,10,210.06566919999977,210.06566919999977,0.03486659999998665,211.09826059999978,212.9002461,[0.4036458333333333],[-0.3880208333333333],[1],[0],[0],[2.8595761000001403],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
114,0,114,0,212.96477979999963,,212.90612229999988,10,212.96477979999963,212.96477979999963,0.035315300000092975,213.99821989999964,215.16698049999968,[0.3333333333333333],[0.21223958333333334],[1],[0],[0],[2.2261834999999337],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
115,0,115,0,215.23138619999963,,215.17219279999972,10,215.23138619999963,215.23138619999963,0.034801100000095175,216.2647161,218.7223712,[-0.11197916666666667],[-0.10286458333333333],[1],[0],[0],[3.5151068000000123],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
116,0,116,0,218.79892759999984,,218.7302669999999,10,218.79892759999984,218.79892759999984,0.040159700000003795,219.83145009999998,220.39996689999998,[0.24739583333333334],[0.20963541666666666],[1],[0],[0],[1.630565999999817],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
117,0,117,0,220.46458259999963,,220.4054658,10,220.46458259999963,220.46458259999963,0.035060300000168354,221.49802249999993,222.46667579999985,[-0.12630208333333334],[-0.34765625],[1],[0],[0],[2.027028099999825],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
118,0,118,0,222.53212059999987,,222.47218759999987,10,222.53212059999987,222.53212059999987,0.035271300000204064,223.5651183,225.03330359999973,[0.4153645833333333],[-0.2734375],[1],[0],[0],[2.526564600000256],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
119,0,119,0,225.09777669999994,,225.03849169999967,10,225.09777669999994,225.09777669999994,0.03524130000005243,226.1311409,227.1331951999996,[-0.17447916666666666],[0.21744791666666666],[1],[0],[0],[2.0601032000004125],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
120,0,120,0,227.18102509999972,,227.13863279999987,5,227.18102509999972,227.18102509999972,0.018325499999718886,228.18087149999974,229.16584909999983,[0.2630208333333333],[0.00390625],[1],[0],[0],[2.009600099999716],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
121,0,121,0,229.23167019999983,,229.17112279999992,10,229.23167019999983,229.23167019999983,0.03557989999990241,230.26430789999995,231.7161274,[0.16145833333333334],[0.22526041666666666],[1],[0],[0],[2.5100766000000476],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
122,0,122,0,231.7642176999998,,231.72155639999983,5,231.7642176999998,231.7642176999998,0.01877539999986766,232.76408459999993,233.23297639999964,[0.061197916666666664],[-0.3294270833333333],[1],[0],[0],[1.4933228999998391],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
123,0,123,0,233.2976348999996,,233.2374262999997,10,233.2976348999996,233.2976348999996,0.034266999999999825,234.33084229999986,234.56600869999966,[0.078125],[-0.029947916666666668],[1],[0],[0],[1.2948083999999653],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
124,0,124,0,234.6308856999999,,234.57144719999997,10,234.6308856999999,234.6308856999999,0.03415569999970103,235.6642052999996,237.09955409999975,[0.21744791666666666],[0.4036458333333333],[1],[0],[0],[2.4945959000001494],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
125,0,125,0,237.1485773999998,,237.1048040999999,5,237.1485773999998,237.1485773999998,0.017781300000024203,238.16402819999985,239.0652323999998,[0.026041666666666668],[0.020833333333333332],[1],[0],[0],[1.9433579999999893],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
126,0,126,0,239.13134949999994,,239.06963579999956,10,239.13134949999994,239.13134949999994,0.03335269999979573,240.16411349999998,241.13275019999992,[-0.17057291666666666],[0.036458333333333336],[1],[0],[0],[2.030069800000092],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
127,0,127,0,241.21408889999975,,241.13805209999964,10,241.21408889999975,241.21408889999975,0.044080599999688275,242.24745299999995,243.68289659999982,[-0.3411458333333333],[-0.19791666666666666],[1],[0],[0],[2.501450499999919],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
128,0,128,0,243.7306282999998,,243.68848359999993,5,243.7306282999998,243.7306282999998,0.022339499999816326,244.73053139999956,245.36594389999982,[-0.11197916666666667],[-0.0013020833333333333],[1],[0],[0],[1.6559069999998428],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
129,0,129,0,245.44788949999975,,245.37135309999985,10,245.44788949999975,245.44788949999975,0.044027899999946385,246.46682539999983,247.03196069999967,[-0.3645833333333333],[-0.4166666666666667],[1],[0],[0],[1.617482999999993],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
130,0,130,0,247.0971099999997,,247.03738879999992,10,247.0971099999997,247.0971099999997,0.035820999999941705,248.1304697999999,249.23192759999984,[0.24609375],[-0.21223958333333334],[1],[0],[0],[2.1594113000001016],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
131,0,131,0,249.28156349999972,,249.2373795999997,5,249.28156349999972,249.28156349999972,0.018345399999816436,250.29694249999966,250.7651133999998,[-0.11848958333333333],[0.33984375],[1],[0],[0],[1.5098656999998639],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
132,0,132,0,250.8144852999999,,250.76940869999999,5,250.8144852999999,250.8144852999999,0.0172061000002941,251.81352519999973,252.38386569999966,[-0.1640625],[0.2981770833333333],[1],[0],[0],[1.5975758999998106],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
133,0,133,0,252.4637272,,252.39026259999991,10,252.4637272,252.4637272,0.036461099999996804,253.49695629999997,253.83246279999958,[-0.2265625],[0.20833333333333334],[1],[0],[0],[1.4063027000001966],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
134,0,134,0,253.8802883999997,,253.83794739999985,5,253.8802883999997,253.8802883999997,0.018310500000097818,254.88025489999973,255.9649304999998,[-0.0546875],[-0.265625],[1],[0],[0],[2.1093819999996413],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
135,0,135,0,256.0308978999997,,255.9697772999998,10,256.0308978999997,256.0308978999997,0.03501399999959176,257.0635411999997,257.89826649999986,[-0.4088541666666667],[-0.26171875],[1],[0],[0],[1.8942319000002499],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
136,0,136,0,257.94681579999997,,257.9036557999998,5,257.94681579999997,257.94681579999997,0.023275800000192248,258.9468188999999,259.7984884999996,[-0.3151041666666667],[0.3658854166666667],[1],[0],[0],[1.872251199999937],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
137,0,137,0,259.8801285999998,,259.80384419999973,10,259.8801285999998,259.8801285999998,0.044884299999921495,260.9134277999997,260.94869579999977,[-0.2526041666666667],[0.4127604166666667],[1],[0],[0],[1.100672399999894],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
138,0,138,0,261.03078769999956,,260.9541408,10,261.03078769999956,261.03078769999956,0.04567110000016328,262.06345899999997,263.2991774999996,[0.22526041666666666],[-0.22265625],[1],[0],[0],[2.2999543999999332],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
139,0,139,0,263.3800999,,263.3045047999999,10,263.3800999,263.3800999,0.04509790000020075,264.41342159999977,265.5155931999998,[-0.2747395833333333],[0.24869791666666666],[1],[0],[0],[2.166525300000103],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
140,0,140,0,265.56326329999956,,265.5209732999997,5,265.56326329999956,265.56326329999956,0.01838320000024396,266.5630944999998,266.94862139999987,[0.31640625],[-0.1328125],[1],[0],[0],[1.4099321000003329],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
141,0,141,0,266.9977990999996,,266.95287469999994,5,266.9977990999996,266.9977990999996,0.017504400000234455,268.0131330999998,269.0815848999996,[-0.2734375],[-0.2526041666666667],[1],[0],[0],[2.111622400000215],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
142,0,142,0,269.12979069999983,,269.0859995999999,5,269.12979069999983,269.12979069999983,0.01741020000008575,270.1296981999999,271.0809425999996,[-0.4270833333333333],[0.11458333333333333],[1],[0],[0],[1.9779978999999912],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
143,0,143,0,271.1307704999999,,271.0855081999998,5,271.1307704999999,271.1307704999999,0.017300800000157324,272.14635709999993,272.6810564999996,[0.37890625],[-0.046875],[1],[0],[0],[1.5784864000002017],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
144,0,144,0,272.7471066999997,,272.68543539999973,10,272.7471066999997,272.7471066999997,0.03356989999974758,273.7797171999996,274.84824439999966,[-0.39453125],[-0.37890625],[1],[0],[0],[2.129665400000249],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
145,0,145,0,274.8962904,,274.8537938999998,5,274.8962904,274.8962904,0.022947999999814783,275.89627789999986,276.6811269,[-0.02734375],[-0.3502604166666667],[1],[0],[0],[1.8052939999997761],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
146,0,146,0,276.73061529999995,,276.68666459999986,5,276.73061529999995,276.73061529999995,0.022772899999836227,277.7461957999999,278.49756149999985,[-0.24609375],[0.296875],[1],[0],[0],[1.7888155999999071],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
147,0,147,0,278.54763589999993,,278.50306439999986,5,278.54763589999993,278.54763589999993,0.022591599999941536,279.56286379999983,280.2310129999996,[0.0078125],[-0.2786458333333333],[1],[0],[0],[1.705830800000058],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
148,0,148,0,280.2804640999998,,280.2363385999997,5,280.2804640999998,280.2804640999998,0.02268530000037572,281.29620769999974,283.1477977999998,[0.19401041666666666],[-0.4348958333333333],[1],[0],[0],[2.8894608000000517],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
149,0,149,0,283.21280279999974,,283.1535485999998,10,283.21280279999974,283.21280279999974,0.034811700000318524,284.24605999999994,285.2812335999997,[0.140625],[0.3541666666666667],[1],[0],[0],[2.0936804000002667],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
150,0,150,0,285.3293626999998,,285.28670829999965,5,285.3293626999998,285.3293626999998,0.019787300000189134,286.32928879999963,286.79810039999984,[-0.033854166666666664],[0.16015625],[1],[0],[0],[1.492265000000316],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
151,0,151,0,286.8633642,,286.8039980999997,10,286.8633642,286.8633642,0.03542349999997896,287.8794407999999,288.94728339999983,[0.32421875],[0.171875],[1],[0],[0],[2.1084922000000006],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
152,0,152,0,289.01277059999984,,288.95271189999994,10,289.01277059999984,289.01277059999984,0.03512079999973139,290.0459641999996,291.54745319999984,[-0.40625],[0.4427083333333333],[1],[0],[0],[2.5603869000001396],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
153,0,153,0,291.5958251999996,,291.5528850999999,5,291.5958251999996,291.5958251999996,0.01847940000016024,292.5956762999999,294.29713619999984,[0.30078125],[-0.036458333333333336],[1],[0],[0],[2.7263834999998835],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
154,0,154,0,294.36312229999976,,294.3013415999999,10,294.36312229999976,294.36312229999976,0.03430409999964468,295.39596919999985,295.6313148999998,[0.2552083333333333],[0.2760416666666667],[1],[0],[0],[1.2959444000002804],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
155,0,155,0,295.67909409999993,,295.63741809999965,5,295.67909409999993,295.67909409999993,0.019998900000246067,296.67912019999994,297.6973647,[-0.0390625],[0.3216145833333333],[1],[0],[0],[2.0405848000000333],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
156,0,156,0,297.74725639999997,,297.7029002999998,5,297.74725639999997,297.74725639999997,0.02346239999997124,298.7624073999996,299.58095449999973,[0.2109375],[-0.3255208333333333],[1],[0],[0],[1.8554662000001372],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
157,0,157,0,299.6303863999997,,299.5862334999997,5,299.6303863999997,299.6303863999997,0.022549199999957636,300.6457677999997,301.68085459999975,[-0.4244791666666667],[-0.3619791666666667],[1],[0],[0],[2.072763699999996],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
158,0,158,0,301.76291699999956,,301.68637679999983,10,301.76291699999956,301.76291699999956,0.04396970000016154,302.7955616999998,303.5975443999996,[-0.1015625],[0.2916666666666667],[1],[0],[0],[1.8679234999999608],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
159,0,159,0,303.64548719999993,,303.6030725999999,5,303.64548719999993,303.64548719999993,0.02293759999975009,304.64532529999997,304.93054919999986,[-0.21875],[0.041666666666666664],[1],[0],[0],[1.3052784999999858],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
160,0,160,0,304.9787922999999,,304.9345159999998,5,304.9787922999999,304.9787922999999,0.017363599999953294,305.9787385999998,307.7971593999996,[0.4283854166666667],[0.18880208333333334],[1],[0],[0],[2.845643200000268],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
161,0,161,0,307.8621215999997,,307.80135859999973,10,307.8621215999997,307.8621215999997,0.03354639999997744,308.89541249999957,310.1640941999999,[-0.0390625],[0.15885416666666666],[1],[0],[0],[2.329576999999972],[],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
162,0,162,0,310.22937399999955,,310.1695196999999,10,310.22937399999955,310.22937399999955,0.03435369999988325,311.26219219999984,312.3801018999998,[0.22135416666666666],[-0.30078125],[1],[0],[0],[2.176895699999932],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
163,0,163,0,312.4620663999999,,312.38564369999995,10,312.4620663999999,312.4620663999999,0.04412700000011682,313.49552159999985,314.0967671999997,[-0.19921875],[0.08854166666666667],[1],[0],[0],[1.6677694999998494],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
164,0,164,0,314.1452025999997,,314.10229169999957,5,314.1452025999997,314.1452025999997,0.022485500000129832,315.14518769999995,316.21323319999965,[0.18880208333333334],[0.040364583333333336],[1],[0],[0],[2.089169099999708],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
165,0,165,0,316.2630237999997,,316.2185959999997,5,316.2630237999997,316.2630237999997,0.0230108000000655,317.2783655999997,318.4466301999996,[0.11458333333333333],[-0.22135416666666666],[1],[0],[0],[2.205791599999884],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
166,0,166,0,318.49634389999983,,318.45083429999977,5,318.49634389999983,318.49634389999983,0.017456600000059552,319.51162689999956,320.5961984999999,[-0.12890625],[0.3346354166666667],[1],[0],[0],[2.1284787999998116],['target'],237628,001,2024-10-04_11h54.56.695,visual search task,2024.1.5,None,2024-10-04 11h55.07.104005 +0530,
