trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,fixation.stopped,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
10,0,10,0,18.754735299999993,,18.71924530000001,5,18.754735299999993,18.754735299999993,0.02450839999994514,19.787123500000007,20.324000299999966,[-0.08984375],[-0.024739583333333332],[1],[0],[0],[1.581776600000012],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
11,0,11,0,20.387713100000042,,20.334220200000004,5,20.387713100000042,20.387713100000042,0.032743600000003426,21.40596149999999,22.073589200000015,[-0.24869791666666666],[0.25390625],[1],[0],[0],[1.7083152000000155],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
12,0,12,0,22.123424900000032,,22.084121800000048,5,22.123424900000032,22.123424900000032,0.028929099999913888,23.15375370000004,23.656898899999987,[0.3723958333333333],[0.20703125],[1],[0],[0],[1.5456532000000607],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
13,0,13,0,23.736790799999994,,23.66753659999995,10,23.736790799999994,23.736790799999994,0.045172699999966426,24.740832299999965,24.972000999999977,[-0.4765625],[0.1328125],[1],[0],[0],[1.260909199999901],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
14,0,14,0,25.036436699999967,,24.97642140000005,10,25.036436699999967,25.036436699999967,0.03540239999995265,26.069888300000002,26.922547200000054,[-0.4609375],[-0.4453125],[1],[0],[0],[1.9112251000000242],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
15,0,15,0,26.969909700000017,,26.92852430000005,5,26.969909700000017,26.969909700000017,0.025138999999967382,27.987121399999978,28.48955000000001,[-0.014322916666666666],[0.2604166666666667],[1],[0],[0],[1.5361807000000454],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
16,0,16,0,28.586505699999975,,28.49965199999997,10,28.586505699999975,28.586505699999975,0.0649110000000519,29.60353889999999,31.005633699999976,[0.4934895833333333],[-0.4817708333333333],[1],[0],[0],[2.4426482999999735],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
17,0,17,0,31.086404900000048,,31.016638599999965,10,31.086404900000048,31.086404900000048,0.04965200000003733,32.120064100000036,32.79018189999999,[-0.02734375],[-0.2421875],[1],[0],[0],[1.725242699999967],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
18,0,18,0,32.85328709999999,,32.800466099999994,5,32.85328709999999,32.85328709999999,0.027674599999954808,33.86984259999997,35.372250099999974,[0.2669270833333333],[0.4440104166666667],[1],[0],[0],[2.545776200000091],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
19,0,19,0,35.45281209999996,,35.38249459999997,10,35.45281209999996,35.45281209999996,0.04495839999992768,36.46955509999998,37.138765600000056,[0.1953125],[-0.2942708333333333],[1],[0],[0],[1.7125261999999566],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
20,0,20,0,37.236288700000046,,37.151240400000006,10,37.236288700000046,37.236288700000046,0.06666290000009667,38.24044709999998,39.224130299999956,[-0.3580729166666667],[0.3033854166666667],[1],[0],[0],[2.0080443999999034],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
21,0,21,0,39.27095069999996,,39.23455469999999,5,39.27095069999996,39.27095069999996,0.025118299999917326,40.30322460000002,40.90703259999998,[0.2578125],[-0.3580729166666667],[1],[0],[0],[1.6488961999999674],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
22,0,22,0,41.002890800000046,,40.917329600000016,10,41.002890800000046,41.002890800000046,0.05709820000004129,42.021567300000015,42.72439710000003,[-0.3268229166666667],[-0.3776041666666667],[1],[0],[0],[1.7517024999999649],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
23,0,23,0,42.76926400000002,,42.729184799999985,5,42.76926400000002,42.76926400000002,0.018908799999962866,43.803066700000045,44.205818799999975,[-0.3515625],[0.14713541666666666],[1],[0],[0],[1.4577829999999494],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
24,0,24,0,44.26934819999997,,44.216358900000046,5,44.26934819999997,44.26934819999997,0.029257600000050843,45.302995099999976,45.873200999999995,[0.11197916666666667],[-0.4427083333333333],[1],[0],[0],[1.6289877000000388],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
25,0,25,0,45.95246999999995,,45.88359539999999,10,45.95246999999995,45.95246999999995,0.046081299999968905,46.98592069999995,47.85642710000002,[0.13671875],[-0.3177083333333333],[1],[0],[0],[1.9284543999999642],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
26,0,26,0,47.9192084,,47.86610029999997,5,47.9192084,47.9192084,0.03261650000001737,48.91964199999995,49.806925800000045,[0.44921875],[0.3776041666666667],[1],[0],[0],[1.9091944000000467],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
27,0,27,0,49.85467940000001,,49.816754400000036,5,49.85467940000001,49.85467940000001,0.026873399999999492,50.90305650000005,51.273780800000054,[0.19661458333333334],[0.08854166666666667],[1],[0],[0],[1.431279399999994],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
28,0,28,0,51.35237700000005,,51.28407979999997,10,51.35237700000005,51.35237700000005,0.04448360000003504,52.356651599999964,54.50615830000004,[-0.3697916666666667],[0.3984375],[1],[0],[0],[3.17916409999998],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
29,0,29,0,54.58562830000005,,54.51795679999998,10,54.58562830000005,54.58562830000005,0.04263760000003458,55.61923809999996,56.07143410000003,[0.2799479166666667],[-0.24739583333333334],[1],[0],[0],[1.5123297000000093],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
30,0,30,0,56.152184799999986,,56.08124669999995,10,56.152184799999986,56.152184799999986,0.043517899999983456,57.16944530000001,58.13733179999997,[0.3450520833333333],[-0.44921875],[1],[0],[0],[2.0139427999999953],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
31,0,31,0,58.20230479999998,,58.142626800000016,10,58.20230479999998,58.20230479999998,0.036581200000000536,59.23601210000004,59.991924400000016,[-0.30859375],[0.15755208333333334],[1],[0],[0],[1.8131859999999733],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
32,0,32,0,60.05202029999998,,59.99600899999996,10,60.05202029999998,60.05202029999998,0.0349709999999277,61.054695599999945,62.80710859999999,[-0.140625],[0.4622395833333333],[1],[0],[0],[2.7758781999999655],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
33,0,33,0,62.8854278,,62.81706250000002,10,62.8854278,62.8854278,0.04089380000004894,63.91923399999996,64.70943290000002,[0.08984375],[-0.23958333333333334],[1],[0],[0],[1.853106700000012],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
34,0,34,0,64.80231170000002,,64.7199286,10,64.80231170000002,64.80231170000002,0.052488100000005034,65.81901600000003,66.92133960000001,[0.08463541666666667],[0.125],[1],[0],[0],[2.150059599999963],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
35,0,35,0,66.98543519999998,,66.93155190000004,5,66.98543519999998,66.98543519999998,0.03501490000007834,68.00528380000003,68.75589839999998,[0.2734375],[-0.16927083333333334],[1],[0],[0],[1.7905588999999509],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
36,0,36,0,68.83515850000003,,68.76598130000002,10,68.83515850000003,68.83515850000003,0.04294720000007146,69.8523328,70.25456510000004,[0.045572916666666664],[0.3151041666666667],[1],[0],[0],[1.4468039000000772],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
37,0,37,0,70.30185949999998,,70.26465029999997,5,70.30185949999998,70.30185949999998,0.025331000000051063,71.33567400000004,71.90607279999995,[-0.04296875],[-0.19270833333333334],[1],[0],[0],[1.6175034000000323],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
38,0,38,0,71.98502780000001,,71.91593420000004,10,71.98502780000001,71.98502780000001,0.04322539999998298,73.01918899999998,74.30452700000001,[-0.4453125],[-0.3216145833333333],[1],[0],[0],[2.3468685999999934],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
39,0,39,0,74.3516548,,74.3115421,5,74.3516548,74.3516548,0.021061899999949674,75.37149590000001,76.12296309999999,[-0.22135416666666666],[0.028645833333333332],[1],[0],[0],[1.7908614000000398],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
40,0,40,0,76.20181749999995,,76.13323009999999,10,76.20181749999995,76.20181749999995,0.046326299999918774,77.23536660000002,77.68716719999998,[0.23828125],[0.08723958333333333],[1],[0],[0],[1.5092541999999867],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
41,0,41,0,77.73621390000005,,77.69911890000003,5,77.73621390000005,77.73621390000005,0.026912300000049072,78.75216660000001,79.15531080000005,[0.3997395833333333],[0.3177083333333333],[1],[0],[0],[1.4309240999999702],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
42,0,42,0,79.21852509999997,,79.16620939999996,5,79.21852509999997,79.21852509999997,0.029624399999988782,80.25221120000003,80.95590119999997,[0.4114583333333333],[-0.3723958333333333],[1],[0],[0],[1.761692499999981],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
43,0,43,0,81.00499620000005,,80.96612600000003,5,81.00499620000005,81.00499620000005,0.02745119999997314,82.03546749999998,82.43889100000001,[0.13671875],[-0.12630208333333334],[1],[0],[0],[1.446518200000014],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
44,0,44,0,82.55165020000004,,82.4491898,10,82.55165020000004,82.55165020000004,0.0751357999999982,83.56844460000002,83.63680450000004,[0.2890625],[-0.1875],[1],[0],[0],[1.1139716000000135],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
45,0,45,0,83.71824260000005,,83.64255390000005,10,83.71824260000005,83.71824260000005,0.0553272999999308,84.7350242,84.90685889999997,[-0.1171875],[-0.06640625],[1],[0],[0],[1.2094412999999804],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
46,0,46,0,84.95116680000001,,84.91574309999999,5,84.95116680000001,84.95116680000001,0.02396940000005543,85.96862109999995,86.37100950000001,[-0.22526041666666666],[0.36328125],[1],[0],[0],[1.432462600000008],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
47,0,47,0,86.45149079999999,,86.37818010000001,10,86.45149079999999,86.45149079999999,0.04945899999995618,87.46806609999999,87.61979840000004,[-0.14453125],[0.2421875],[1],[0],[0],[1.1929821999999604],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
48,0,48,0,87.68464310000002,,87.62510120000002,10,87.68464310000002,87.68464310000002,0.03518880000001445,88.68900900000006,89.45412499999998,[0.4231770833333333],[-0.18619791666666666],[1],[0],[0],[1.7940032999999858],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
49,0,49,0,89.51793640000005,,89.46017070000005,10,89.51793640000005,89.51793640000005,0.036797399999954905,90.53486580000003,91.15551989999994,[-0.036458333333333336],[-0.3177083333333333],[1],[0],[0],[1.6588203000000021],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
50,0,50,0,91.20194949999996,,91.16583969999999,5,91.20194949999996,91.20194949999996,0.025304200000050514,92.21834679999995,93.0052392,[0.3619791666666667],[-0.4205729166666667],[1],[0],[0],[1.8153948000000355],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
51,0,51,0,93.0681717,,93.01590829999998,5,93.0681717,93.0681717,0.029201199999988603,94.08770219999997,98.45553199999995,[0.4713541666666667],[-0.006510416666666667],[1],[0],[0],[5.411644899999942],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
52,0,52,0,98.53426190000005,,98.46579770000005,10,98.53426190000005,98.53426190000005,0.04368039999997109,99.55120380000005,100.28791100000001,[-0.020833333333333332],[0.041666666666666664],[1],[0],[0],[1.7798546000000215],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
53,0,53,0,100.33442520000006,,100.29552179999996,5,100.33442520000006,100.33442520000006,0.02264880000006997,101.36831059999997,102.10523899999998,[-0.4192708333333333],[-0.2864583333333333],[1],[0],[0],[1.7878098999999565],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
54,0,54,0,102.16790890000004,,102.11563450000006,5,102.16790890000004,102.16790890000004,0.02921969999999874,103.20139670000003,103.60360649999996,[-0.053385416666666664],[-0.16145833333333334],[1],[0],[0],[1.4604229999999916],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
55,0,55,0,103.68416090000005,,103.61392430000001,10,103.68416090000005,103.68416090000005,0.04455429999995886,104.71776409999995,105.23633080000002,[-0.5013020833333334],[-0.43359375],[1],[0],[0],[1.5789409999999862],[],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
56,0,56,0,105.28438800000004,,105.24198899999999,5,105.28438800000004,105.28438800000004,0.02022990000000391,106.30159660000004,107.00469559999999,[0.4934895833333333],[-0.44921875],[1],[0],[0],[1.7428657000000385],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
57,0,57,0,107.05496349999999,,107.01517420000005,5,107.05496349999999,107.05496349999999,0.02834989999996651,108.08458570000005,108.65447900000004,[0.4140625],[-0.19010416666666666],[1],[0],[0],[1.612429700000007],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
58,0,58,0,108.71858840000004,,108.66489079999997,5,108.71858840000004,108.71858840000004,0.03719130000001769,109.73457670000005,110.67125169999997,[-0.38671875],[0.4375],[1],[0],[0],[1.9704639999999927],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
59,0,59,0,110.75064239999995,,110.68396129999996,10,110.75064239999995,110.75064239999995,0.04592440000010356,111.7530994,112.76964180000004,[-0.3828125],[-0.3502604166666667],[1],[0],[0],[2.0414617000000135],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
60,0,60,0,112.81729470000005,,112.77506370000003,5,112.81729470000005,112.81729470000005,0.01955129999998917,113.85164199999997,114.4556963,[0.4127604166666667],[-0.25390625],[1],[0],[0],[1.6613428000000567],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
61,0,61,0,114.5340304,,114.46570169999995,10,114.5340304,114.5340304,0.04327279999995426,115.55327499999999,115.95378770000002,[0.26171875],[-0.022135416666666668],[1],[0],[0],[1.4459993000000395],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
62,0,62,0,116.03414599999996,,115.96379760000002,10,116.03414599999996,116.03414599999996,0.04218269999989843,117.06735330000004,117.8398449,[-0.37890625],[-0.26171875],[1],[0],[0],[1.835223600000063],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
63,0,63,0,117.90068629999996,,117.85232059999998,5,117.90068629999996,117.90068629999996,0.025079600000026403,118.90375259999996,119.18686170000001,[-0.048177083333333336],[-0.3255208333333333],[1],[0],[0],[1.3110070999999834],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
64,0,64,0,119.2670326,,119.19714810000005,10,119.2670326,119.2670326,0.04425890000004529,120.27141180000001,120.8392996,[-0.06770833333333333],[-0.4518229166666667],[1],[0],[0],[1.5993447999999262],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
65,0,65,0,120.88367349999999,,120.84551499999998,5,120.88367349999999,120.88367349999999,0.02002310000000307,121.91744470000003,122.12191129999997,[0.40625],[-0.08854166666666667],[1],[0],[0],[1.256800500000054],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
66,0,66,0,122.18359759999998,,122.1323989,5,122.18359759999998,122.18359759999998,0.028139499999952022,123.20141550000005,123.67056479999997,[0.32421875],[-0.4778645833333333],[1],[0],[0],[1.5118290000000343],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
67,0,67,0,123.75084049999998,,123.68099480000001,10,123.75084049999998,123.75084049999998,0.043702000000052976,124.78362949999996,125.60218610000004,[0.4166666666666667],[0.296875],[1],[0],[0],[1.8789582000000564],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
68,0,68,0,125.653953,,125.61527709999996,5,125.653953,125.653953,0.028690999999980704,126.7007347,127.63798970000005,[-0.328125],[0.07161458333333333],[1],[0],[0],[1.9963639000000057],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
69,0,69,0,127.68717189999995,,127.64819980000004,5,127.68717189999995,127.68717189999995,0.027691099999969992,128.73432560000003,129.77082229999996,[-0.15885416666666666],[0.4518229166666667],[1],[0],[0],[2.0962448000000222],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
70,0,70,0,129.83638310000003,,129.780216,10,129.83638310000003,129.83638310000003,0.04045659999997042,130.85380250000003,131.53834500000005,[0.19140625],[-0.13151041666666666],[1],[0],[0],[1.7187177999999221],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
71,0,71,0,131.5833748,,131.54282950000004,5,131.5833748,131.5833748,0.018344800000022587,132.60111940000002,133.27123319999998,[0.0026041666666666665],[0.3893229166666667],[1],[0],[0],[1.7100556000000324],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
72,0,72,0,133.33362520000003,,133.28188439999997,5,133.33362520000003,133.33362520000003,0.028846700000030978,134.36722450000002,134.83829230000003,[0.3658854166666667],[-0.16927083333333334],[1],[0],[0],[1.5294258000000127],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
73,0,73,0,134.8999725,,134.8491662,5,134.8999725,134.8999725,0.028151900000011665,135.9337415,136.17081310000003,[0.25390625],[0.16666666666666666],[1],[0],[0],[1.2952427999999827],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
74,0,74,0,136.23353870000005,,136.18149359999995,5,136.23353870000005,136.23353870000005,0.02875800000003892,137.25066500000003,138.11923960000001,[-0.22135416666666666],[0.10026041666666667],[1],[0],[0],[1.9105323999999655],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
75,0,75,0,138.19985629999996,,138.13018209999996,10,138.19985629999996,138.19985629999996,0.04485469999997349,139.21656240000004,139.57362950000004,[-0.4231770833333333],[-0.0078125],[1],[0],[0],[1.4004754000000048],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
76,0,76,0,139.6500529,,139.58440110000004,10,139.6500529,139.6500529,0.04126930000006723,140.66698740000004,141.3184652,[-0.03515625],[0.34765625],[1],[0],[0],[1.6945699000000332],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
77,0,77,0,141.38305820000005,,141.3252271,10,141.38305820000005,141.38305820000005,0.03801839999994172,142.40028889999996,142.98700140000005,[0.0026041666666666665],[-0.3658854166666667],[1],[0],[0],[1.6244673999999577],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
78,0,78,0,143.0535724,,142.99716450000005,5,143.0535724,143.0535724,0.04243400000007114,144.10033969999995,144.97049589999995,[-0.10416666666666667],[-0.2552083333333333],[1],[0],[0],[1.932497499999954],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
79,0,79,0,145.03317560000005,,144.98068839999996,5,145.03317560000005,145.03317560000005,0.02952620000007755,146.06649560000005,146.60380669999995,[-0.45703125],[0.4166666666666667],[1],[0],[0],[1.594867000000022],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
80,0,80,0,146.6832015,,146.61455309999997,10,146.6832015,146.6832015,0.04236920000005284,147.70239530000003,148.23655029999998,[-0.01171875],[-0.11328125],[1],[0],[0],[1.5814345000000003],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
81,0,81,0,148.29985079999994,,148.2499087,5,148.29985079999994,148.29985079999994,0.027515399999970214,149.30012180000006,150.05180570000005,[-0.3802083333333333],[-0.3880208333333333],[1],[0],[0],[1.7764198999999508],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
82,0,82,0,150.09945589999995,,150.05677920000005,5,150.09945589999995,150.09945589999995,0.02187370000001465,151.10079580000001,151.8855307,[-0.41015625],[0.33203125],[1],[0],[0],[1.8072224000000006],['target'],243053,001,2024-10-04_11h08.34.607,visual search task,2024.1.5,None,2024-10-04 11h08.44.348194 +0530,
