trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,fixation.stopped,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
11,0,11,0,18.687554599999885,,18.62033099999985,10,18.687554599999885,18.687554599999885,0.04295320000005631,19.690726599999834,20.59369649999985,[-0.140625],[0.3697916666666667],[1],[0],[0],[1.932180199999948],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
12,0,12,0,20.6375794999999,,20.59776739999984,5,20.6375794999999,20.6375794999999,0.01752499999997781,21.654792799999996,22.358841600000005,[0.3815104166666667],[-0.11197916666666667],[1],[0],[0],[1.7435299999999643],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
13,0,13,0,22.437528799999882,,22.368461399999887,10,22.437528799999882,22.437528799999882,0.04154829999993126,23.454290499999843,24.124661299999843,[0.3658854166666667],[0.28515625],[1],[0],[0],[1.715827900000022],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
14,0,14,0,24.187240199999906,,24.13503629999991,5,24.187240199999906,24.187240199999906,0.029959499999904438,25.20494439999993,28.007894599999872,[-0.4440104166666667],[0.4986979166666667],[1],[0],[0],[3.8442529999999806],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
15,0,15,0,28.0564081,,28.018022999999857,5,28.0564081,28.0564081,0.0262695999999778,29.104442899999867,29.408401400000002,[-0.3802083333333333],[0.4231770833333333],[1],[0],[0],[1.3654226000001017],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
16,0,16,0,29.457126199999948,,29.41817059999994,5,29.457126199999948,29.457126199999948,0.02685830000018541,30.48795640000003,31.47311479999985,[-0.2604166666666667],[0.2955729166666667],[1],[0],[0],[2.029382700000042],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
17,0,17,0,31.570380099999966,,31.483190499999864,10,31.570380099999966,31.570380099999966,0.060279499999978725,32.603893699999844,32.86020480000002,[-0.33203125],[0.3177083333333333],[1],[0],[0],[1.3180136999999377],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
18,0,18,0,32.920277699999815,,32.86436489999983,10,32.920277699999815,32.920277699999815,0.03447110000001885,33.93701699999997,35.04190410000001,[0.10677083333333333],[-0.40625],[1],[0],[0],[2.143242999999984],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
19,0,19,0,35.120250899999974,,35.05304649999994,10,35.120250899999974,35.120250899999974,0.04449129999989054,36.15380089999985,36.59295320000001,[0.029947916666666668],[-0.029947916666666668],[1],[0],[0],[1.497200199999952],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
20,0,20,0,36.63695740000003,,36.597532399999864,5,36.63695740000003,36.63695740000003,0.01794319999999061,37.67070089999993,38.406595199999856,[-0.40625],[0.2578125],[1],[0],[0],[1.7912357999998676],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
21,0,21,0,38.47018830000002,,38.41670609999983,5,38.47018830000002,38.47018830000002,0.030095700000174475,39.504167699999925,39.84110039999996,[-0.3815104166666667],[-0.3671875],[1],[0],[0],[1.39566190000005],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
22,0,22,0,39.889096799999834,,39.851302699999906,5,39.889096799999834,39.889096799999834,0.026589399999920715,40.92103619999989,41.557793100000026,[0.02734375],[0.19921875],[1],[0],[0],[1.6814320999999381],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
23,0,23,0,41.63697049999996,,41.56923259999985,10,41.63697049999996,41.63697049999996,0.04487590000007913,42.63753409999981,43.45493509999983,[-0.16276041666666666],[0.40625],[1],[0],[0],[1.8427524999999605],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
24,0,24,0,43.52000679999992,,43.460742999999866,10,43.52000679999992,43.52000679999992,0.03731489999995574,44.553592999999864,44.92276169999991,[-0.07421875],[0.3997395833333333],[1],[0],[0],[1.4252752999998393],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
25,0,25,0,45.00350309999999,,44.928340599999956,10,45.00350309999999,45.00350309999999,0.05569429999991371,46.004180299999916,47.10686549999991,[-0.00390625],[-0.3372395833333333],[1],[0],[0],[2.1232911999998123],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
26,0,26,0,47.15557579999995,,47.117442600000004,5,47.15557579999995,47.15557579999995,0.026692900000170994,48.187174599999935,48.52375639999991,[-0.09505208333333333],[-0.0703125],[1],[0],[0],[1.380981699999893],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
27,0,27,0,48.603334499999846,,48.53378550000002,10,48.603334499999846,48.603334499999846,0.04328609999993205,49.62009799999987,50.03885589999982,[0.328125],[0.13151041666666666],[1],[0],[0],[1.4632728999999927],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
28,0,28,0,50.087824599999976,,50.05024289999983,5,50.087824599999976,50.087824599999976,0.02643220000004476,51.12065459999985,52.25787359999981,[0.4309895833333333],[-0.4244791666666667],[1],[0],[0],[2.1826865999998972],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
29,0,29,0,52.336650599999984,,52.267916000000014,10,52.336650599999984,52.336650599999984,0.04617840000014439,53.35336099999995,54.189901199999895,[-0.3424479166666667],[-0.22135416666666666],[1],[0],[0],[1.8772208000000319],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
30,0,30,0,54.23639170000001,,54.19484219999981,5,54.23639170000001,54.23639170000001,0.019151499999907173,55.25398499999983,55.89044459999991,[0.3229166666666667],[0.23177083333333334],[1],[0],[0],[1.6766331999999693],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
31,0,31,0,55.95307459999981,,55.900776699999824,5,55.95307459999981,55.95307459999981,0.030408800000031988,56.98692549999987,57.62389609999991,[0.21354166666666666],[-0.37109375],[1],[0],[0],[1.6940382000000227],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
32,0,32,0,57.71964089999983,,57.63415199999986,10,57.71964089999983,57.71964089999983,0.06002170000010665,58.72037089999981,58.922440800000004,[0.1953125],[-0.14322916666666666],[1],[0],[0],[1.2299521999998433],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
33,0,33,0,58.97348779999993,,58.93363709999994,5,58.97348779999993,58.97348779999993,0.02871010000012575,60.02016229999981,60.457349599999816,[-0.11848958333333333],[-0.10546875],[1],[0],[0],[1.4966421999999966],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
34,0,34,0,60.536389899999904,,60.46779429999992,10,60.536389899999904,60.536389899999904,0.047055799999952796,61.55399609999995,62.17233759999999,[0.36328125],[-0.18359375],[1],[0],[0],[1.6592361999998957],[],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
35,0,35,0,62.21945379999988,,62.17850989999988,5,62.21945379999988,62.21945379999988,0.021539399999937814,63.23830879999991,63.70760879999989,[-0.4609375],[-0.09635416666666667],[1],[0],[0],[1.5079095999999481],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
36,0,36,0,63.78629319999982,,63.71805599999993,10,63.78629319999982,63.78629319999982,0.04420930000014778,64.80490509999981,65.43791659999988,[-0.0013020833333333333],[0.3697916666666667],[1],[0],[0],[1.6772091000000273],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
37,0,37,0,65.4861590999999,,65.44388859999981,5,65.4861590999999,65.4861590999999,0.020890600000029735,66.50605629999995,67.0407029999999,[-0.22526041666666666],[0.4427083333333333],[1],[0],[0],[1.5760446000001593],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
38,0,38,0,67.10482860000002,,67.05073089999996,5,67.10482860000002,67.10482860000002,0.03936229999999341,68.11942109999995,68.77359389999992,[0.11328125],[-0.3841145833333333],[1],[0],[0],[1.6848337000001266],[],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
39,0,39,0,68.85261530000002,,68.78383029999986,10,68.85261530000002,68.85261530000002,0.04256529999997838,69.86931770000001,69.98744349999993,[-0.17317708333333334],[-0.3671875],[1],[0],[0],[1.162516099999948],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
40,0,40,0,70.03971260000003,,69.99952839999992,5,70.03971260000003,70.03971260000003,0.029567300000053365,71.06973589999984,71.30617009999992,[-0.109375],[-0.23177083333333334],[1],[0],[0],[1.2788656999998693],[],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
41,0,41,0,71.38976579999985,,71.31645129999993,10,71.38976579999985,71.38976579999985,0.043067199999995864,72.42026829999986,72.77196089999984,[0.037760416666666664],[-0.12369791666666667],[1],[0],[0],[1.4138189000000239],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
42,0,42,0,72.82046229999992,,72.78229009999995,5,72.82046229999992,72.82046229999992,0.02605400000015834,73.83639159999984,74.27230799999984,[-0.3736979166666667],[-0.040364583333333336],[1],[0],[0],[1.4653104999999869],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
43,0,43,0,74.35269589999984,,74.28263129999982,10,74.35269589999984,74.35269589999984,0.047196799999937866,75.36947539999983,76.05427669999995,[0.3463541666666667],[-0.08984375],[1],[0],[0],[1.7262837000000673],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
44,0,44,0,76.10250439999982,,76.06046709999987,5,76.10250439999982,76.10250439999982,0.020993899999893983,77.11961980000001,77.59068549999984,[-0.07552083333333333],[0.26953125],[1],[0],[0],[1.509522600000082],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
45,0,45,0,77.66903849999994,,77.60063009999999,10,77.66903849999994,77.66903849999994,0.04251899999985653,78.70373679999989,79.47063649999996,[0.2799479166666667],[0.2994791666666667],[1],[0],[0],[1.82888220000018],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
46,0,46,0,79.51918049999995,,79.47605679999992,5,79.51918049999995,79.51918049999995,0.020158599999831495,80.53585269999985,81.30558580000002,[0.4401041666666667],[-0.3333333333333333],[1],[0],[0],[1.8095828999998957],[],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
47,0,47,0,81.38556559999984,,81.31628109999997,10,81.38556559999984,81.38556559999984,0.04453949999992801,82.4024339,82.90415039999993,[-0.3046875],[-0.0234375],[1],[0],[0],[1.5451802000000043],[],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
48,0,48,0,82.95218920000002,,82.90998100000002,5,82.95218920000002,82.95218920000002,0.020971400000007634,,83.12129429999982,[-0.3046875],[-0.0234375],[1],[0],[0],[0.19083379999983663],[],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
49,0,49,0,83.16889849999984,,83.12969079999993,5,83.16889849999984,83.16889849999984,0.026244900000165217,84.18604419999997,85.00474729999996,[0.3854166666666667],[-0.4296875],[1],[0],[0],[1.8498282999998992],[],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
50,0,50,0,85.06911070000001,,85.01516609999999,5,85.06911070000001,85.06911070000001,0.030714800000168907,86.10272379999992,86.7383253999999,[0.19140625],[0.296875],[1],[0],[0],[1.6939311999999518],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
51,0,51,0,86.81873569999993,,86.74844969999981,10,86.81873569999993,86.81873569999993,0.04649820000008731,87.85239299999989,87.95433099999991,[0.23046875],[0.2643229166666667],[1],[0],[0],[1.1609964000001582],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
52,0,52,0,88.00428429999988,,87.96647710000002,5,88.00428429999988,88.00428429999988,0.027203999999983353,89.03592159999994,89.87328719999982,[-0.4296875],[0.421875],[1],[0],[0],[1.8817170999998325],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
53,0,53,0,89.95199579999985,,89.88363869999989,10,89.95199579999985,89.95199579999985,0.04413950000002842,90.96882800000003,91.55659189999983,[-0.018229166666666668],[-0.2955729166666667],[1],[0],[0],[1.6304686000000856],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
54,0,54,0,91.63553719999982,,91.56681329999992,10,91.63553719999982,91.63553719999982,0.046103200000061406,92.63555889999998,92.95506279999995,[0.3880208333333333],[-0.17838541666666666],[1],[0],[0],[1.3436289000001125],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
55,0,55,0,93.01851409999995,,92.96091749999982,10,93.01851409999995,93.01851409999995,0.03666419999990467,94.02215249999995,95.27175729999999,[-0.3307291666666667],[0.4908854166666667],[1],[0],[0],[2.2746746999998777],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
56,0,56,0,95.33539069999983,,95.27651079999987,10,95.33539069999983,95.33539069999983,0.03513820000011947,96.3520994999999,97.50591799999984,[-0.06901041666666667],[0.3658854166666667],[1],[0],[0],[2.1945742999998856],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
57,0,57,0,97.56841869999994,,97.51396779999982,10,97.56841869999994,97.56841869999994,0.038860800000065865,98.58660509999982,99.62288039999999,[0.4518229166666667],[0.03125],[1],[0],[0],[2.070833200000152],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
58,0,58,0,99.66860859999997,,99.63300069999991,5,99.66860859999997,99.66860859999997,0.023177799999984927,100.7022755999999,101.73881619999997,[-0.21744791666666666],[-0.3033854166666667],[1],[0],[0],[2.08357819999992],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
59,0,59,0,101.81835660000002,,101.74910369999998,10,101.81835660000002,101.81835660000002,0.04346029999987877,102.83532479999985,103.67131489999997,[0.4479166666666667],[-0.032552083333333336],[1],[0],[0],[1.8802350000000843],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
60,0,60,0,103.73498689999997,,103.67741089999981,10,103.73498689999997,103.73498689999997,0.03866379999999481,104.76842839999995,105.20603579999988,[-0.08854166666666667],[-0.17317708333333334],[1],[0],[0],[1.4902239000000463],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
61,0,61,0,105.2697020999999,,105.21428089999995,10,105.2697020999999,105.2697020999999,0.03919709999991028,106.30152609999982,107.37114929999984,[0.4322916666666667],[0.10416666666666667],[1],[0],[0],[2.118826399999989],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
62,0,62,0,107.45146649999992,,107.38284679999992,10,107.45146649999992,107.45146649999992,0.04666339999994307,108.45583979999992,108.90344159999995,[0.06380208333333333],[-0.06510416666666667],[1],[0],[0],[1.4755603000000974],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
63,0,63,0,108.96811849999995,,108.90797429999998,10,108.96811849999995,108.96811849999995,0.03501479999999901,109.96982039999989,111.08752749999985,[0.2942708333333333],[0.4166666666666667],[1],[0],[0],[2.1447557999999844],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
64,0,64,0,111.15534839999987,,111.09793389999982,10,111.15534839999987,111.15534839999987,0.04281700000001365,112.20147859999997,113.10305619999986,[-0.375],[0.42578125],[1],[0],[0],[1.9643252000000757],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
65,0,65,0,113.15158599999995,,113.10869289999982,5,113.15158599999995,113.15158599999995,0.019455299999890485,114.18534690000001,114.55596089999995,[-0.015625],[0.061197916666666664],[1],[0],[0],[1.4278967000000193],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
66,0,66,0,114.63462429999981,,114.56656169999997,10,114.63462429999981,114.63462429999981,0.044594599999982165,115.63614349999989,117.05373959999997,[0.4479166666666667],[-0.09505208333333333],[1],[0],[0],[2.44421269999998],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
67,0,67,0,117.10467459999995,,117.06608559999995,5,117.10467459999995,117.10467459999995,0.02779469999995854,118.1519225999998,119.2041314999999,[0.4739583333333333],[0.5],[1],[0],[0],[2.112368399999923],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
68,0,68,0,119.26817099999994,,119.21451329999991,5,119.26817099999994,119.26817099999994,0.027849999999943975,,119.33830909999983,[0.4739583333333333],[0.5],[1],[0],[0],[0.09709870000006049],[],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
69,0,69,0,119.38687609999988,,119.34823419999998,5,119.38687609999988,119.38687609999988,0.027981899999986126,120.43514389999996,121.95396859999983,[0.0703125],[0.4309895833333333],[1],[0],[0],[2.579066799999964],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
70,0,70,0,122.03458939999996,,121.96394239999995,10,122.03458939999996,122.03458939999996,0.043501599999899554,123.06787869999994,125.28570209999998,[-0.046875],[0.3372395833333333],[1],[0],[0],[3.2799360999999863],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
71,0,71,0,125.33428209999988,,125.29076029999987,5,125.33428209999988,125.33428209999988,0.019978100000116683,126.35148889999982,127.48813380000001,[0.4544270833333333],[-0.061197916666666664],[1],[0],[0],[2.177844599999844],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
72,0,72,0,127.62168299999985,,127.49647479999999,10,127.62168299999985,127.62168299999985,0.07939360000000306,128.65122799999995,129.33779919999984,[-0.2109375],[-0.06380208333333333],[1],[0],[0],[1.7630905999999413],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
73,0,73,0,129.40101179999988,,129.34726249999994,5,129.40101179999988,129.40101179999988,0.03285789999995359,130.40346419999992,131.3038709,[-0.171875],[-0.3424479166666667],[1],[0],[0],[1.9251571999998305],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
74,0,74,0,131.401077,,131.30936599999995,10,131.401077,131.401077,0.056830199999922115,132.43428299999982,133.37121219999995,[-0.0625],[-0.4114583333333333],[1],[0],[0],[2.005529400000114],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
75,0,75,0,133.4342724999999,,133.38348359999986,5,133.4342724999999,133.4342724999999,0.027575500000011743,134.4679056,135.37194509999995,[-0.3502604166666667],[-0.1953125],[1],[0],[0],[1.9625508999999965],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
76,0,76,0,135.43422699999996,,135.3824771999998,5,135.43422699999996,135.43422699999996,0.027570299999979397,136.45225549999986,137.58773699999983,[0.044270833333333336],[-0.45703125],[1],[0],[0],[2.1793750999997883],[],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
77,0,77,0,137.66742569999997,,137.5978235,10,137.66742569999997,137.66742569999997,0.04622539999991204,138.7008303,139.4357642,[0.3424479166666667],[-0.40625],[1],[0],[0],[1.7933110999999826],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
78,0,78,0,139.50062379999986,,139.44045289999985,10,139.50062379999986,139.50062379999986,0.035094600000093124,140.5203151999999,141.25465880000002,[-0.3138020833333333],[0.07942708333333333],[1],[0],[0],[1.7795215999999527],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
79,0,79,0,141.33732469999995,,141.26648520000003,10,141.33732469999995,141.33732469999995,0.041347000000087064,142.3672841,142.6693269,[0.041666666666666664],[0.17838541666666666],[1],[0],[0],[1.3631360000001678],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
80,0,80,0,142.73375099999998,,142.67602609999994,10,142.73375099999998,142.73375099999998,0.038014999999859356,143.7381828,144.55288559999985,[0.12369791666666667],[0.2994791666666667],[1],[0],[0],[1.8395979000001716],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
81,0,81,0,144.6170649999999,,144.55928989999984,10,144.6170649999999,144.6170649999999,0.037038499999880514,145.65088379999997,147.1690853,[0.24869791666666666],[-0.453125],[1],[0],[0],[2.573416699999825],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
82,0,82,0,147.2336307999999,,147.17571980000002,10,147.2336307999999,147.2336307999999,0.03713900000002468,148.2351690999999,149.21879289999993,[-0.2526041666666667],[-0.46875],[1],[0],[0],[2.006631700000071],['target'],172101,001,2024-10-04_11h14.59.723,visual search task,2024.1.5,None,2024-10-04 11h15.07.519662 +0530,
